ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
34044787,中古マンション等,,34102,広島県,広島市東区,若草町,広島,7,１Ｋ,55,,,,昭和60年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第２四半期,未改装,,6.903089986991944
34065794,中古マンション等,,34103,広島県,広島市南区,東雲,広島,30分?60分,４ＬＤＫ,90,,,,昭和56年,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2009年第１四半期,未改装,,7.113943352306837
34056156,中古マンション等,,34104,広島県,広島市西区,己斐本町,西広島,3,２ＤＫ,40,,,,昭和49年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2013年第４四半期,未改装,,5.698970004336019
34002318,中古マンション等,,34103,広島県,広島市南区,宇品西,広島,30分?60分,２ＬＤＫ,55,,,,平成20年,ＲＣ,,住宅,,,,近隣商業地域,80.0,300.0,2019年第４四半期,未改装,,7.3979400086720375
34004934,中古マンション等,,34105,広島県,広島市安佐南区,相田,毘沙門台,8,３ＬＤＫ,70,,,,平成25年,ＲＣ,,,,,,準工業地域,60.0,200.0,2019年第４四半期,未改装,,7.361727836017593
34009187,中古マンション等,,34107,広島県,広島市安芸区,船越南,海田市,10,３ＬＤＫ,75,,,,昭和50年,ＲＣ,住宅,住宅,,,,近隣商業地域,60.0,200.0,2020年第３四半期,未改装,,6.7923916894982534
34038437,中古マンション等,,34101,広島県,広島市中区,吉島東,広島,30分?60分,３ＬＤＫ,70,,,,平成14年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2015年第３四半期,未改装,,7.361727836017593
34049819,中古マンション等,,34202,広島県,呉市,吉浦新町,吉浦,4,４ＬＤＫ,80,,,,平成14年,ＳＲＣ,住宅,住宅,,,,工業地域,60.0,200.0,2015年第４四半期,未改装,,7.278753600952829
34077880,中古マンション等,,34105,広島県,広島市安佐南区,高取北,高取,2,３ＬＤＫ,65,,,,平成12年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2008年第４四半期,未改装,,7.176091259055681
34032428,中古マンション等,,34101,広島県,広島市中区,東千田町,広島,30分?60分,４ＬＤＫ,85,,,,平成21年,ＲＣ,住宅,,,,,第２種住居地域,60.0,300.0,2010年第３四半期,未改装,,7.556302500767287
34038281,中古マンション等,,34108,広島県,広島市佐伯区,皆賀,五日市,14,３ＬＤＫ,70,,,,昭和64年,ＳＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2010年第２四半期,改装済,,6.968482948553935
34076412,中古マンション等,,34103,広島県,広島市南区,大須賀町,広島,14,４ＬＤＫ,75,,,,昭和57年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2008年第２四半期,改装済,,7.176091259055681
34042623,中古マンション等,,34105,広島県,広島市安佐南区,東野,中筋,8,３ＬＤＫ,65,,,,平成13年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2015年第２四半期,未改装,,7.2552725051033065
34031691,中古マンション等,,34102,広島県,広島市東区,戸坂千足,戸坂,13,３ＬＤＫ,65,,,,平成5年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第２四半期,未改装,,7.204119982655925
34033884,中古マンション等,,34104,広島県,広島市西区,草津東,西広島,30分?60分,３ＬＤＫ,75,,,,平成11年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第３四半期,未改装,,7.2552725051033065
34075467,中古マンション等,,34101,広島県,広島市中区,八丁堀,広島,16,１ＤＫ,35,,,,平成14年,ＳＲＣ,住宅,,,,,商業地域,80.0,800.0,2008年第４四半期,未改装,,6.954242509439325
34052171,中古マンション等,,34107,広島県,広島市安芸区,中野東,安芸中野,6,３ＬＤＫ,75,,,,平成20年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2012年第２四半期,未改装,,7.2552725051033065
34004586,中古マンション等,,34104,広島県,広島市西区,古江西町,西広島,30分?60分,２ＬＤＫ,65,,,,平成16年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第４四半期,改装済,,7.342422680822207
34032833,中古マンション等,,34102,広島県,広島市東区,光町,広島,8,２ＬＤＫ,55,,,,平成9年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第４四半期,未改装,,7.079181246047625
34048141,中古マンション等,,34202,広島県,呉市,海岸,川原石,6,３ＬＤＫ,65,,,,平成12年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2015年第３四半期,未改装,,7.230448921378274
34082965,中古マンション等,,34207,広島県,福山市,今町,福山,9,３ＬＤＫ,65,,,,平成11年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2008年第２四半期,未改装,調停・競売等,7.079181246047625
34000806,中古マンション等,,34101,広島県,広島市中区,舟入町,広島,30分?60分,２ＬＤＫ,55,,,,昭和61年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2020年第２四半期,改装済,,7.301029995663981
34041560,中古マンション等,,34207,広島県,福山市,東吉津町,福山,26,４ＬＤＫ,95,,,,平成3年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第３四半期,未改装,,7.113943352306837
34056883,中古マンション等,,34104,広島県,広島市西区,横川町,横川(広島),5,３ＬＤＫ,65,,,,平成13年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2013年第１四半期,未改装,,7.342422680822207
34013833,中古マンション等,,34204,広島県,三原市,城町,三原,12,３ＬＤＫ,75,,,,平成26年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2018年第４四半期,未改装,,7.380211241711606
34012674,中古マンション等,,34202,広島県,呉市,本町,呉,18,３ＬＤＫ,70,,,,平成15年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2016年第３四半期,改装済,,7.230448921378274
34005066,中古マンション等,,34105,広島県,広島市安佐南区,大町東,大町(広島),6,３ＬＤＫ,60,,,,平成5年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2019年第１四半期,未改装,,7.079181246047625
34077055,中古マンション等,,34104,広島県,広島市西区,草津新町,新井口,7,３ＬＤＫ,70,,,,昭和58年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2008年第１四半期,未改装,,7.041392685158225
34002185,中古マンション等,,34103,広島県,広島市南区,稲荷町,広島,11,３ＬＤＫ,75,,,,平成13年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,800.0,2019年第３四半期,未改装,,7.3979400086720375
34039210,中古マンション等,,34102,広島県,広島市東区,矢賀,広島,30分?60分,３ＬＤＫ,55,,,,昭和62年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2015年第２四半期,,,7.079181246047625
34052737,中古マンション等,,34101,広島県,広島市中区,舟入中町,広島,30分?60分,４ＬＤＫ,80,,,,平成9年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,400.0,2013年第４四半期,未改装,,7.3222192947339195
34001711,中古マンション等,,34102,広島県,広島市東区,東蟹屋町,広島,11,４ＬＤＫ,120,,,,平成20年,ＲＣ,,住宅,,,,準工業地域,60.0,200.0,2017年第４四半期,未改装,,7.556302500767287
34000735,中古マンション等,,34101,広島県,広島市中区,広瀬北町,広島,30分?60分,３ＬＤＫ,80,,,,平成30年,ＲＣ,,住宅,,,,商業地域,80.0,500.0,2019年第３四半期,未改装,,7.57978359661681
34056313,中古マンション等,,34104,広島県,広島市西区,鈴が峰町,新井口,20,３ＬＤＫ,75,,,,平成3年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2013年第１四半期,改装済,,7.113943352306837
