ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
3001500,中古マンション等,,3201,岩手県,盛岡市,住吉町,盛岡,30分?60分,３ＬＤＫ,75,,,,平成15年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2018年第１四半期,未改装,,7.278753600952829
3025293,中古マンション等,,3201,岩手県,盛岡市,本宮,盛岡,23,３ＬＤＫ,140,,,,平成9年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第３四半期,未改装,,7.3222192947339195
3002940,中古マンション等,,3201,岩手県,盛岡市,本町通,盛岡,28,１Ｋ,20,,,,昭和63年,ＳＲＣ,住宅,その他,,,,商業地域,80.0,400.0,2016年第４四半期,未改装,,6.431363764158987
3001042,中古マンション等,,3201,岩手県,盛岡市,肴町,盛岡,28,１Ｒ,15,,,,平成3年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2018年第３四半期,未改装,,6.3979400086720375
3001824,中古マンション等,,3201,岩手県,盛岡市,中央通,盛岡,8,３ＬＤＫ,75,,,,平成13年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第４四半期,改装済,,7.3222192947339195
3015250,中古マンション等,,3201,岩手県,盛岡市,紺屋町,盛岡,26,１Ｋ,20,,,,平成2年,ＳＲＣ,住宅,,,,,第１種住居地域,80.0,400.0,2013年第３四半期,未改装,,6.278753600952829
3014503,中古マンション等,,3201,岩手県,盛岡市,神明町,盛岡,27,１Ｋ,30,,,,平成4年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2012年第１四半期,改装済,,6.6020599913279625
3003695,中古マンション等,,3201,岩手県,盛岡市,盛岡駅前通,盛岡,4,２ＬＤＫ＋Ｓ,65,,,,平成25年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2017年第２四半期,未改装,,7.518513939877887
3017857,中古マンション等,,3201,岩手県,盛岡市,本町通,盛岡,22,３ＬＤＫ,75,,,,平成15年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第２四半期,未改装,,7.301029995663981
3025450,中古マンション等,,3205,岩手県,花巻市,花城町,花巻,13,４ＬＤＫ,125,,,,平成19年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第３四半期,未改装,,7.3979400086720375
