ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
46000346,中古マンション等,,46201,鹿児島県,鹿児島市,泉町,鹿児島中央,29,３ＬＤＫ,70,,,,平成11年,,住宅,住宅,,,,商業地域,80.0,400.0,2018年第３四半期,未改装,,7.342422680822207
46060090,中古マンション等,,46201,鹿児島県,鹿児島市,新屋敷町,鹿児島中央,18,１Ｋ,25,,,,昭和64年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2009年第４四半期,改装済,,6.342422680822207
46006430,中古マンション等,,46201,鹿児島県,鹿児島市,吉野町,鹿児島,29,２ＬＤＫ,70,,,,,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2019年第４四半期,未改装,,7.146128035678238
46004225,中古マンション等,,46201,鹿児島県,鹿児島市,天保山町,鹿児島中央,30分?60分,４ＬＤＫ,80,,,,平成17年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2020年第３四半期,改装済,,7.361727836017593
46074357,中古マンション等,,46218,鹿児島県,霧島市,霧島田口,霧島神宮,1H30?2H,２ＬＤＫ,70,,,,平成2年,ＳＲＣ,住宅,,,,,都市計画区域外,,,2007年第３四半期,未改装,,7.041392685158225
46053499,中古マンション等,,46201,鹿児島県,鹿児島市,清水町,鹿児島,16,３ＬＤＫ,70,,,,,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第２四半期,未改装,,7.146128035678238
46060751,中古マンション等,,46201,鹿児島県,鹿児島市,谷山中央,谷山(ＪＲ),3,１Ｋ,25,,,,昭和49年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第２四半期,未改装,,6.2552725051033065
46002788,中古マンション等,,46201,鹿児島県,鹿児島市,城南町,鹿児島中央,28,３ＬＤＫ,70,,,,平成26年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2017年第１四半期,未改装,,7.361727836017593
46004349,中古マンション等,,46201,鹿児島県,鹿児島市,唐湊,郡元(ＪＲ),3,３ＬＤＫ,65,,,,昭和51年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2016年第４四半期,未改装,,6.698970004336019
46001174,中古マンション等,,46201,鹿児島県,鹿児島市,鴨池新町,南鹿児島,15,３ＬＤＫ,65,,,,,ＳＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2016年第４四半期,未改装,,6.99563519459755
46070135,中古マンション等,,46201,鹿児島県,鹿児島市,小松原,谷山(ＪＲ),19,４ＬＤＫ,90,,,,平成19年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第３四半期,未改装,,7.491361693834273
46002414,中古マンション等,,46201,鹿児島県,鹿児島市,下荒田,郡元(ＪＲ),18,３ＬＤＫ,80,,,,平成17年,ＳＲＣ,住宅,住宅,,,,,,,2019年第４四半期,,,7.361727836017593
46031961,中古マンション等,,46201,鹿児島県,鹿児島市,中央町,鹿児島中央,3,３ＬＤＫ,65,,,,平成22年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2010年第３四半期,未改装,,7.4623979978989565
46042580,中古マンション等,,46218,鹿児島県,霧島市,霧島田口,霧島神宮,1H?1H30,２ＬＤＫ,65,,,,平成2年,ＳＲＣ,住宅,,,,,都市計画区域外,,,2011年第１四半期,未改装,,6.819543935541868
46054838,中古マンション等,,46201,鹿児島県,鹿児島市,西田,鹿児島中央,6,３ＬＤＫ,75,,,,昭和55年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2013年第１四半期,未改装,,7.0
46002744,中古マンション等,,46201,鹿児島県,鹿児島市,城西,鹿児島中央,23,３ＬＤＫ,65,,,,平成24年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2019年第２四半期,未改装,,7.491361693834273
46005433,中古マンション等,,46201,鹿児島県,鹿児島市,平之町,鹿児島中央,15,１Ｋ,20,,,,昭和60年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2018年第３四半期,未改装,,6.431363764158987
46001747,中古マンション等,,46201,鹿児島県,鹿児島市,郡元町,郡元(ＪＲ),5,４ＬＤＫ,95,,,,,ＲＣ,住宅,住宅,,,,,,,2017年第１四半期,改装済,,7.342422680822207
46004236,中古マンション等,,46201,鹿児島県,鹿児島市,天保山町,鹿児島中央,30分?60分,３ＬＤＫ,75,,,,平成17年,ＳＲＣ,住宅,住宅,,,,,,,2018年第４四半期,未改装,,7.3979400086720375
46041755,中古マンション等,,46201,鹿児島県,鹿児島市,高麗町,鹿児島中央,9,１Ｋ,15,,,,,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第３四半期,改装済,,6.518513939877887
46033459,中古マンション等,,46201,鹿児島県,鹿児島市,加治屋町,鹿児島中央,15,３ＬＤＫ,80,,,,平成15年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2011年第４四半期,改装済,,7.414973347970818
46034745,中古マンション等,,46201,鹿児島県,鹿児島市,西陵,鹿児島中央,30分?60分,３ＬＤＫ,65,,,,平成5年,ＲＣ,住宅,,,,,第１種低層住居専用地域,50.0,80.0,2011年第１四半期,未改装,調停・競売等,6.982271233039568
46000343,中古マンション等,,46201,鹿児島県,鹿児島市,泉町,鹿児島,14,３ＬＤＫ,80,,,,平成11年,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2019年第３四半期,未改装,,7.414973347970818
46036268,中古マンション等,,46201,鹿児島県,鹿児島市,紫原,宇宿,10,２Ｋ,35,,,,昭和49年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第１四半期,未改装,,6.3979400086720375
46045630,中古マンション等,,46201,鹿児島県,鹿児島市,西千石町,鹿児島中央,10,１Ｋ,20,,,,平成3年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第２四半期,未改装,,6.643452676486188
46001157,中古マンション等,,46201,鹿児島県,鹿児島市,鴨池新町,南鹿児島,23,３ＬＤＫ,90,,,,昭和62年,ＲＣ,住宅,住宅,,,,,,,2018年第１四半期,未改装,,7.204119982655925
46031966,中古マンション等,,46201,鹿児島県,鹿児島市,中央町,鹿児島中央,3,３ＬＤＫ,70,,,,平成22年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2010年第３四半期,改装済,,7.531478917042255
46004353,中古マンション等,,46201,鹿児島県,鹿児島市,唐湊,郡元(ＪＲ),18,３ＬＤＫ,70,,,,平成8年,ＳＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2016年第２四半期,未改装,,7.2552725051033065
46006176,中古マンション等,,46201,鹿児島県,鹿児島市,薬師,鹿児島中央,10,３ＬＤＫ,110,,,,昭和63年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第４四半期,未改装,,7.301029995663981
46058049,中古マンション等,,46201,鹿児島県,鹿児島市,上荒田町,鹿児島中央,21,３ＬＤＫ,70,,,,平成17年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2009年第２四半期,改装済,,7.2552725051033065
46001853,中古マンション等,,46201,鹿児島県,鹿児島市,小松原,谷山(ＪＲ),15,４ＬＤＫ,80,,,,平成19年,ＲＣ,住宅,住宅,,,,,,,2019年第１四半期,未改装,,7.431363764158987
46005759,中古マンション等,,46201,鹿児島県,鹿児島市,松原町,鹿児島中央,24,１ＬＤＫ,45,,,,昭和50年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2020年第１四半期,未改装,,6.903089986991944
46000680,中古マンション等,,46201,鹿児島県,鹿児島市,小川町,鹿児島,6,４ＬＤＫ,80,,,,平成2年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第４四半期,未改装,,7.230448921378274
