ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
37019404,中古マンション等,,37201,香川県,高松市,浜ノ町,高松(香川),4,３ＬＤＫ,65,,,,昭和60年,ＳＲＣ,住宅,住宅,,,,第２種住居地域,,,2015年第３四半期,改装済,,6.954242509439325
37019601,中古マンション等,,37201,香川県,高松市,古新町,高松(香川),8,１Ｋ,20,,,,昭和49年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第２四半期,未改装,,6.204119982655925
37014497,中古マンション等,,37201,香川県,高松市,中野町,栗林公園北口,3,３ＬＤＫ,80,,,,平成20年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2010年第１四半期,未改装,,7.301029995663981
37023921,中古マンション等,,37201,香川県,高松市,木太町,林道,9,２ＬＤＫ,50,,,,昭和49年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第３四半期,改装済,,6.544068044350276
37006253,中古マンション等,,37202,香川県,丸亀市,土器町東,宇多津,25,４ＬＤＫ,70,,,,昭和53年,ＳＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2018年第２四半期,未改装,,6.301029995663981
37029913,中古マンション等,,37201,香川県,高松市,屋島西町,潟元,30分?60分,３ＬＤＫ,70,,,,平成6年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第２四半期,未改装,,6.886490725172482
37029350,中古マンション等,,37201,香川県,高松市,築地町,今橋,4,１ＤＫ,30,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2007年第３四半期,改装済,,6.707570176097937
37022483,中古マンション等,,37201,香川県,高松市,屋島西町,潟元,20,３ＬＤＫ,75,,,,平成10年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第４四半期,未改装,,6.903089986991944
37000272,中古マンション等,,37201,香川県,高松市,今里町,花園(高松),12,４ＬＤＫ,100,,,,平成16年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2016年第２四半期,,,7.380211241711606
37029053,中古マンション等,,37201,香川県,高松市,西宝町,昭和町(香川),7,２ＬＤＫ,50,,,,昭和52年,ＳＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2008年第１四半期,改装済,,6.6020599913279625
37023821,中古マンション等,,37201,香川県,高松市,観光町,松島二丁目,8,２ＬＤＫ,50,,,,平成3年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第３四半期,,,6.662757831681574
37016798,中古マンション等,,37201,香川県,高松市,鶴市町,鬼無,1H30?2H,３ＬＤＫ,85,,,,平成12年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第３四半期,未改装,,7.204119982655925
37029505,中古マンション等,,37201,香川県,高松市,浜ノ町,高松(香川),11,１ＤＫ,30,,,,昭和50年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2008年第１四半期,改装済,,6.4623979978989565
37020409,中古マンション等,,37202,香川県,丸亀市,土器町東,丸亀,24,４ＬＤＫ,80,,,,平成3年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2015年第２四半期,改装済,,6.939519252618618
37017486,中古マンション等,,37201,香川県,高松市,屋島西町,潟元,19,３ＬＤＫ,75,,,,平成8年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第３四半期,改装済,,6.939519252618618
37003811,中古マンション等,,37201,香川県,高松市,浜ノ町,高松(香川),6,３ＬＤＫ,70,,,,平成18年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第２四半期,未改装,,7.301029995663981
37006425,中古マンション等,,37202,香川県,丸亀市,西本町,丸亀,9,３ＬＤＫ,65,,,,,,,住宅,,,,第１種住居地域,60.0,200.0,2020年第３四半期,改装済,,7.0
37001596,中古マンション等,,37201,香川県,高松市,北浜町,片原町(高松),8,３ＬＤＫ,75,,,,平成16年,ＲＣ,,,,,,商業地域,80.0,400.0,2018年第２四半期,改装済,,7.342422680822207
37029531,中古マンション等,,37201,香川県,高松市,林町,林道,30分?60分,３ＬＤＫ,70,,,,平成18年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2008年第４四半期,未改装,,7.041392685158225
37016431,中古マンション等,,37201,香川県,高松市,西宝町,昭和町(香川),5,３ＬＤＫ,75,,,,平成15年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2011年第２四半期,改装済,,7.2552725051033065
37012746,中古マンション等,,37201,香川県,高松市,三条町,三条(高松),13,２ＬＤＫ＋Ｓ,60,,,,昭和63年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2014年第３四半期,未改装,,6.863322860120456
37025182,中古マンション等,,37202,香川県,丸亀市,中府町,丸亀,21,３ＬＤＫ,80,,,,平成23年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第３四半期,未改装,,7.361727836017593
37004436,中古マンション等,,37201,香川県,高松市,松縄町,三条(高松),18,３ＬＤＫ,65,,,,平成17年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2018年第３四半期,未改装,,7.176091259055681
37012592,中古マンション等,,37201,香川県,高松市,木太町,林道,9,２ＬＤＫ,55,,,,昭和49年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第３四半期,未改装,,6.505149978319906
