ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
35026713,中古マンション等,,35202,山口県,宇部市,寿町,琴芝,3,３ＬＤＫ,75,,,,平成10年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第３四半期,改装済,,7.079181246047625
35031773,中古マンション等,,35202,山口県,宇部市,若松町,宇部新川,3,３ＬＤＫ,95,,,,平成18年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2012年第１四半期,未改装,,7.342422680822207
35033749,中古マンション等,,35206,山口県,防府市,車塚町,防府,9,４ＬＤＫ,75,,,,昭和64年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第４四半期,未改装,,6.954242509439325
35041434,中古マンション等,,35208,山口県,岩国市,今津町,岩国,13,３ＬＤＫ,70,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第４四半期,未改装,,7.3222192947339195
35030667,中古マンション等,,35202,山口県,宇部市,上町,宇部新川,6,４ＬＤＫ,75,,,,平成10年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第３四半期,改装済,,7.176091259055681
35031996,中古マンション等,,35208,山口県,岩国市,麻里布町,岩国,6,３ＬＤＫ,60,,,,平成4年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第４四半期,改装済,,6.653212513775344
35005405,中古マンション等,,35203,山口県,山口市,葵,湯田温泉,12,４ＬＤＫ,95,,,,平成12年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第４四半期,未改装,,7.146128035678238
35044022,中古マンション等,,35202,山口県,宇部市,松山町,東新川(山口),5,３ＤＫ,55,,,,昭和63年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第４四半期,改装済,,6.857332496431268
35006965,中古マンション等,,35203,山口県,山口市,黄金町,山口(山口),5,４ＬＤＫ,95,,,,平成12年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第１四半期,改装済,,7.230448921378274
35022415,中古マンション等,,35201,山口県,下関市,長府侍町,長府,30分?60分,３ＬＤＫ,65,,,,昭和62年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第４四半期,未改装,,6.845098040014257
35015623,中古マンション等,,35215,山口県,周南市,桜木,徳山,30分?60分,３ＬＤＫ,85,,,,平成2年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2019年第４四半期,未改装,,7.079181246047625
35020040,中古マンション等,,35203,山口県,山口市,小郡下郷,周防下郷,11,４ＬＤＫ,65,,,,昭和63年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第４四半期,未改装,,6.9084850188786495
35006411,中古マンション等,,35203,山口県,山口市,小郡栄町,新山口,13,３ＬＤＫ,70,,,,平成27年,ＲＣ,,住宅,,,,準工業地域,60.0,200.0,2019年第２四半期,未改装,,7.301029995663981
35024393,中古マンション等,,35201,山口県,下関市,一の宮住吉,新下関,25,４ＬＤＫ,95,,,,平成17年,ＳＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2015年第４四半期,未改装,,7.278753600952829
35024565,中古マンション等,,35206,山口県,防府市,八王子,防府,3,３ＬＤＫ,80,,,,平成21年,ＲＣ,住宅,,,,,商業地域,80.0,500.0,2010年第１四半期,未改装,,7.3979400086720375
35042181,中古マンション等,,35215,山口県,周南市,中央町,新南陽,6,２ＬＤＫ,60,,,,平成12年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第３四半期,改装済,,7.146128035678238
35029087,中古マンション等,,35203,山口県,山口市,緑町,山口(山口),25,３ＬＤＫ,65,,,,昭和63年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2015年第２四半期,未改装,,6.949390006644912
35020173,中古マンション等,,35203,山口県,山口市,黄金町,山口(山口),5,４ＬＤＫ,95,,,,平成12年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2014年第１四半期,改装済,,7.230448921378274
35020127,中古マンション等,,35201,山口県,下関市,上田中町,下関,30分?60分,３ＬＤＫ,65,,,,平成9年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第４四半期,未改装,,6.880813592280791
35022653,中古マンション等,,35203,山口県,山口市,三和町,,,１Ｋ,15,,,,,ＳＲＣ,住宅,,,,,,,,2010年第１四半期,未改装,,6.079181246047625
35022490,中古マンション等,,35203,山口県,山口市,楠木町,湯田温泉,24,３ＬＤＫ,65,,,,平成4年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2010年第４四半期,未改装,,6.924279286061882
35016552,中古マンション等,,35215,山口県,周南市,政所,新南陽,6,３ＬＤＫ,80,,,,,ＲＣ,住宅,住宅,,,,商業地域,,,2017年第３四半期,改装済,,7.3979400086720375
35002430,中古マンション等,,35201,山口県,下関市,東大和町,下関,11,３ＬＤＫ,75,,,,平成19年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2016年第４四半期,未改装,,7.278753600952829
35000719,中古マンション等,,35201,山口県,下関市,大字形山,新下関,20,３ＬＤＫ,95,,,,平成13年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2018年第１四半期,未改装,,7.079181246047625
35004037,中古マンション等,,35202,山口県,宇部市,常盤町,東新川(山口),7,,65,,,,平成26年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第３四半期,未改装,,7.361727836017593
35005083,中古マンション等,,35202,山口県,宇部市,松山町,東新川(山口),8,４ＬＤＫ,80,,,,平成9年,ＳＲＣ,,住宅,,,,近隣商業地域,80.0,300.0,2018年第１四半期,未改装,,7.079181246047625
35031054,中古マンション等,,35215,山口県,周南市,月丘町,徳山,18,４ＬＤＫ,85,,,,平成12年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第２四半期,未改装,,7.230448921378274
35019081,中古マンション等,,35201,山口県,下関市,中之町,下関,30分?60分,３ＬＤＫ,80,,,,平成10年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2014年第３四半期,未改装,,7.230448921378274
35016610,中古マンション等,,35215,山口県,周南市,都町,徳山,10,１Ｋ,15,,,,昭和59年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第３四半期,未改装,,6.0
35000082,中古マンション等,,35201,山口県,下関市,秋根南町,新下関,3,２ＬＤＫ,60,,,,昭和55年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第２四半期,未改装,,6.892094602690481
35024904,中古マンション等,,35201,山口県,下関市,貴船町,幡生,30分?60分,３ＬＤＫ,70,,,,昭和56年,ＲＣ,住宅,その他,,,,第２種中高層住居専用地域,60.0,200.0,2015年第３四半期,未改装,,6.633468455579586
35035427,中古マンション等,,35208,山口県,岩国市,三笠町,岩国,9,３ＬＤＫ,70,,,,平成3年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2012年第３四半期,未改装,,7.0
35040083,中古マンション等,,35202,山口県,宇部市,上町,宇部新川,8,３ＬＤＫ,70,,,,平成13年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第４四半期,未改装,,7.176091259055681
35024528,中古マンション等,,35215,山口県,周南市,千代田町,徳山,3,３ＬＤＫ,80,,,,平成13年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第２四半期,未改装,調停・競売等,7.176091259055681
35000081,中古マンション等,,35201,山口県,下関市,秋根南町,新下関,2,２ＬＤＫ,65,,,,昭和55年,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2019年第１四半期,改装済,,7.079181246047625
35001463,中古マンション等,,35201,山口県,下関市,武久西原台,幡生,19,４ＬＤＫ,90,,,,平成9年,ＳＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2018年第４四半期,未改装,,7.146128035678238
35021587,中古マンション等,,35202,山口県,宇部市,松山町,東新川(山口),5,３ＬＤＫ,65,,,,昭和63年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第３四半期,未改装,,6.778151250383644
35026909,中古マンション等,,35202,山口県,宇部市,錦町,東新川(山口),9,２ＤＫ,45,,,,平成4年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第４四半期,未改装,,6.698970004336019
35038907,中古マンション等,,35201,山口県,下関市,垢田町,幡生,26,４ＬＤＫ,70,,,,平成8年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第２四半期,未改装,,7.146128035678238
35047468,中古マンション等,,35215,山口県,周南市,弥生町,徳山,11,３ＬＤＫ,70,,,,平成12年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第２四半期,未改装,,7.146128035678238
35039063,中古マンション等,,35215,山口県,周南市,慶万町,徳山,14,３ＬＤＫ,70,,,,平成22年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2013年第１四半期,未改装,,7.361727836017593
35045262,中古マンション等,,35206,山口県,防府市,上天神町,防府,15,３ＬＤＫ,75,,,,平成14年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第１四半期,未改装,,7.079181246047625
35028626,中古マンション等,,35203,山口県,山口市,諸願小路,山口(山口),11,３ＬＤＫ,70,,,,平成26年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第３四半期,改装済,,7.301029995663981
35035140,中古マンション等,,35202,山口県,宇部市,上町,宇部新川,6,４ＬＤＫ,75,,,,平成10年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第４四半期,未改装,,7.079181246047625
35001300,中古マンション等,,35201,山口県,下関市,新椋野,幡生,29,３ＬＤＫ,65,,,,平成26年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2018年第２四半期,未改装,,7.230448921378274
35028560,中古マンション等,,35203,山口県,山口市,三和町,湯田温泉,13,１Ｒ,15,,,,平成2年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2015年第２四半期,未改装,,6.2552725051033065
35003028,中古マンション等,,35201,山口県,下関市,山の田南町,幡生,14,４ＬＤＫ,95,,,,平成16年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第１四半期,未改装,,7.278753600952829
35044453,中古マンション等,,35203,山口県,山口市,小郡高砂町,新山口,6,３ＬＤＫ,65,,,,平成10年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2008年第３四半期,未改装,,6.954242509439325
35007662,中古マンション等,,35203,山口県,山口市,中市町,山口(山口),8,３ＬＤＫ,70,,,,平成27年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第３四半期,未改装,,7.414973347970818
35015550,中古マンション等,,35215,山口県,周南市,慶万町,徳山,18,３ＬＤＫ,75,,,,平成17年,,,住宅,,,,商業地域,80.0,400.0,2018年第３四半期,改装済,,7.230448921378274
35002307,中古マンション等,,35201,山口県,下関市,南部町,下関,26,３ＬＤＫ,80,,,,平成18年,ＳＲＣ,住宅,その他,,,,商業地域,80.0,600.0,2017年第２四半期,未改装,,7.278753600952829
35016618,中古マンション等,,35215,山口県,周南市,都町,徳山,9,１Ｋ,15,,,,昭和59年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第３四半期,未改装,,5.954242509439325
35016073,中古マンション等,,35215,山口県,周南市,遠石,徳山,30分?60分,３ＬＤＫ,70,,,,平成22年,ＳＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2019年第３四半期,未改装,,7.301029995663981
35003787,中古マンション等,,35202,山口県,宇部市,寿町,琴芝,11,３ＬＤＫ,90,,,,平成18年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第２四半期,未改装,,7.3222192947339195
35021343,中古マンション等,,35202,山口県,宇部市,西琴芝,琴芝,6,２ＬＤＫ,80,,,,平成15年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2010年第４四半期,未改装,,7.278753600952829
35047193,中古マンション等,,35215,山口県,周南市,昭和通,徳山,11,２ＤＫ,50,,,,昭和63年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第４四半期,未改装,,6.301029995663981
35023112,中古マンション等,,35201,山口県,下関市,山の田東町,幡生,9,３ＬＤＫ,65,,,,平成13年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第１四半期,未改装,,7.113943352306837
35007447,中古マンション等,,35203,山口県,山口市,中央,山口(山口),20,３ＬＤＫ,65,,,,平成22年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2016年第４四半期,,,7.2552725051033065
35001283,中古マンション等,,35201,山口県,下関市,新地町,下関,10,２ＬＤＫ,60,,,,平成5年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2020年第２四半期,未改装,,6.826074802700826
35000100,中古マンション等,,35201,山口県,下関市,阿弥陀寺町,下関,30分?60分,３ＬＤＫ,70,,,,平成10年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2018年第３四半期,未改装,,7.041392685158225
35043713,中古マンション等,,35202,山口県,宇部市,芝中町,東新川(山口),8,４ＬＤＫ,80,,,,平成4年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2008年第３四半期,未改装,,6.954242509439325
35038956,中古マンション等,,35201,山口県,下関市,阿弥陀寺町,下関,30分?60分,３ＬＤＫ,95,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第３四半期,未改装,,7.477121254719663
35015908,中古マンション等,,35215,山口県,周南市,住崎町,徳山,6,２ＬＤＫ,70,,,,昭和63年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第４四半期,改装済,,6.832508912706237
35025396,中古マンション等,,35203,山口県,山口市,小郡御幸町,新山口,6,４ＬＤＫ,80,,,,平成18年,ＲＣ,住宅,,,,,商業地域,80.0,500.0,2011年第１四半期,未改装,,7.278753600952829
35006833,中古マンション等,,35203,山口県,山口市,楠木町,湯田温泉,24,３ＬＤＫ,95,,,,平成18年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,200.0,2018年第３四半期,改装済,,7.342422680822207
35007660,中古マンション等,,35203,山口県,山口市,中市町,山口(山口),8,３ＬＤＫ,70,,,,平成27年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第１四半期,未改装,,7.431363764158987
35003195,中古マンション等,,35202,山口県,宇部市,上町,宇部新川,6,３ＬＤＫ,65,,,,平成10年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第３四半期,未改装,,7.079181246047625
35005062,中古マンション等,,35202,山口県,宇部市,松島町,宇部新川,8,４ＬＤＫ,95,,,,平成15年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第４四半期,改装済,,7.2552725051033065
35043603,中古マンション等,,35202,山口県,宇部市,神原町,東新川(山口),3,４ＬＤＫ,85,,,,平成14年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2008年第３四半期,未改装,,7.3979400086720375
35042106,中古マンション等,,35215,山口県,周南市,五月町,櫛ケ浜,18,４ＬＤＫ,85,,,,平成9年,ＳＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2009年第１四半期,未改装,調停・競売等,6.832508912706237
35028893,中古マンション等,,35201,山口県,下関市,一の宮町,新下関,3,３ＬＤＫ,75,,,,平成15年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第３四半期,未改装,,7.230448921378274
35041218,中古マンション等,,35206,山口県,防府市,高倉,防府,16,３ＬＤＫ,65,,,,平成3年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2009年第１四半期,改装済,,6.748188027006201
35034315,中古マンション等,,35201,山口県,下関市,長府才川,長府,25,４ＬＤＫ,80,,,,平成8年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第２四半期,未改装,,6.845098040014257
35007061,中古マンション等,,35203,山口県,山口市,三和町,山口(山口),21,,20,,,,平成2年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2020年第１四半期,改装済,,5.929418925714293
35001063,中古マンション等,,35201,山口県,下関市,貴船町,下関,30分?60分,４ＬＤＫ,80,,,,平成12年,,,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2019年第１四半期,改装済,,7.204119982655925
35016059,中古マンション等,,35215,山口県,周南市,遠石,櫛ケ浜,14,３ＬＤＫ,75,,,,平成5年,ＲＣ,,その他,,,,第１種住居地域,60.0,200.0,2019年第１四半期,未改装,,7.113943352306837
35047277,中古マンション等,,35215,山口県,周南市,遠石,徳山,25,３ＬＤＫ,65,,,,平成4年,ＳＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2008年第３四半期,未改装,調停・競売等,6.653212513775344
35036966,中古マンション等,,35203,山口県,山口市,吉敷下東,湯田温泉,15,４ＬＤＫ,95,,,,平成25年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2013年第４四半期,改装済,,7.431363764158987
35040011,中古マンション等,,35201,山口県,下関市,山の田南町,幡生,9,４ＬＤＫ,85,,,,平成21年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2009年第３四半期,未改装,,7.3979400086720375
35007090,中古マンション等,,35203,山口県,山口市,三和町,湯田温泉,16,１Ｋ,15,,,,平成2年,ＲＣ,住宅,住宅,,,,第２種低層住居専用地域,60.0,200.0,2016年第２四半期,未改装,,5.954242509439325
35006650,中古マンション等,,35203,山口県,山口市,小郡平成町,新山口,13,３ＬＤＫ,70,,,,平成21年,ＲＣ,,住宅,,,,商業地域,80.0,500.0,2020年第１四半期,未改装,,7.361727836017593
35036322,中古マンション等,,35215,山口県,周南市,梅園町,徳山,9,３ＬＤＫ,70,,,,平成8年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第１四半期,未改装,,7.176091259055681
35046181,中古マンション等,,35208,山口県,岩国市,麻里布町,岩国,8,３ＬＤＫ,65,,,,平成7年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第２四半期,改装済,,7.113943352306837
35003215,中古マンション等,,35202,山口県,宇部市,鵜の島町,宇部新川,9,３ＬＤＫ,70,,,,昭和61年,ＳＲＣ,,住宅,,,,近隣商業地域,80.0,300.0,2020年第３四半期,,,6.57978359661681
35036706,中古マンション等,,35215,山口県,周南市,中央町,新南陽,5,３ＬＤＫ,75,,,,平成12年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第２四半期,未改装,,7.176091259055681
35020226,中古マンション等,,35203,山口県,山口市,三和町,湯田温泉,13,２ＬＤＫ,55,,,,平成2年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2014年第１四半期,改装済,,6.6020599913279625
35043702,中古マンション等,,35202,山口県,宇部市,寿町,琴芝,5,４ＬＤＫ,80,,,,平成9年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第２四半期,未改装,,7.146128035678238
35007409,中古マンション等,,35203,山口県,山口市,惣太夫町,山口(山口),2,２ＬＤＫ,55,,,,平成27年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第１四半期,未改装,,7.278753600952829
35007649,中古マンション等,,35203,山口県,山口市,中市町,山口(山口),9,３ＬＤＫ,70,,,,平成27年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2017年第４四半期,未改装,,7.447158031342219
35001421,中古マンション等,,35201,山口県,下関市,武久町,幡生,8,３ＬＤＫ,70,,,,平成10年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2020年第３四半期,未改装,,7.146128035678238
35029264,中古マンション等,,35203,山口県,山口市,湯田温泉,湯田温泉,6,３ＬＤＫ,70,,,,平成5年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第１四半期,未改装,,7.0
35031445,中古マンション等,,35215,山口県,周南市,毛利町,徳山,17,３ＬＤＫ,60,,,,昭和51年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第２四半期,改装済,,6.763427993562937
35030030,中古マンション等,,35206,山口県,防府市,駅南町,防府,4,２ＬＤＫ,80,,,,平成14年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2015年第１四半期,未改装,,7.230448921378274
35033142,中古マンション等,,35215,山口県,周南市,河東町,徳山,14,２ＬＤＫ,60,,,,平成2年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第２四半期,未改装,,6.8750612633917
35023881,中古マンション等,,35215,山口県,周南市,飯島町,徳山,10,３ＬＤＫ,70,,,,平成16年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2014年第１四半期,未改装,,7.278753600952829
35024192,中古マンション等,,35206,山口県,防府市,高倉,防府,13,２ＬＤＫ,65,,,,平成4年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2010年第３四半期,未改装,,6.832508912706237
35007067,中古マンション等,,35203,山口県,山口市,三和町,山口(山口),23,１Ｋ,15,,,,平成2年,ＳＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2018年第１四半期,未改装,,6.079181246047625
35027439,中古マンション等,,35202,山口県,宇部市,明治町,東新川(山口),13,４ＬＤＫ,80,,,,平成10年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第４四半期,未改装,,7.0
35007450,中古マンション等,,35203,山口県,山口市,中央,山口(山口),20,２ＬＤＫ,95,,,,昭和64年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2016年第３四半期,改装済,,6.913813852383717
35033858,中古マンション等,,35201,山口県,下関市,上新地町,下関,16,３ＬＤＫ,65,,,,平成3年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第３四半期,改装済,,6.892094602690481
35039029,中古マンション等,,35201,山口県,下関市,伊倉新町,新下関,18,４ＬＤＫ,85,,,,平成21年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第４四半期,未改装,,7.414973347970818
35033433,中古マンション等,,35201,山口県,下関市,秋根西町,新下関,15,３ＬＤＫ,80,,,,平成12年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第１四半期,未改装,,7.278753600952829
35041528,中古マンション等,,35208,山口県,岩国市,昭和町,岩国,1,２ＬＤＫ＋Ｓ,65,,,,平成13年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第３四半期,未改装,,7.176091259055681
35021970,中古マンション等,,35201,山口県,下関市,形山みどり町,新下関,16,３ＬＤＫ,60,,,,平成3年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2011年第１四半期,改装済,,6.8750612633917
35047281,中古マンション等,,35215,山口県,周南市,遠石,徳山,24,３ＬＤＫ,65,,,,平成4年,ＳＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2008年第２四半期,改装済,,6.845098040014257
35000337,中古マンション等,,35201,山口県,下関市,一の宮住吉,新下関,19,２ＬＤＫ,90,,,,平成17年,ＳＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2020年第３四半期,,,7.301029995663981
35042184,中古マンション等,,35215,山口県,周南市,辻町,徳山,21,４ＬＤＫ,85,,,,平成12年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2009年第１四半期,未改装,調停・競売等,6.9084850188786495
35044457,中古マンション等,,35203,山口県,山口市,小郡御幸町,新山口,11,４ＬＤＫ,95,,,,平成14年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第４四半期,未改装,,7.2552725051033065
35022755,中古マンション等,,35203,山口県,山口市,中央,山口(山口),20,３ＬＤＫ,75,,,,平成22年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2010年第４四半期,未改装,,7.414973347970818
35019220,中古マンション等,,35201,山口県,下関市,みもすそ川町,幡生,30分?60分,３ＬＤＫ,80,,,,平成2年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第４四半期,改装済,,7.079181246047625
35019219,中古マンション等,,35201,山口県,下関市,みもすそ川町,下関,30分?60分,３ＬＤＫ,75,,,,昭和64年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第２四半期,改装済,,7.146128035678238
35042803,中古マンション等,,35201,山口県,下関市,上田中町,下関,30分?60分,３ＬＤＫ,65,,,,昭和63年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第３四半期,未改装,調停・競売等,6.724275869600789
35001736,中古マンション等,,35201,山口県,下関市,長府松小田本町,長府,3,,60,,,,昭和60年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第２四半期,,,6.477121254719663
35022494,中古マンション等,,35203,山口県,山口市,楠木町,湯田温泉,21,３ＬＤＫ,75,,,,平成4年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2010年第２四半期,,調停・競売等,6.698970004336019
35000746,中古マンション等,,35201,山口県,下関市,上新地町,下関,16,３ＬＤＫ,60,,,,平成3年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2019年第２四半期,未改装,,6.770852011642144
35043282,中古マンション等,,35201,山口県,下関市,東大和町,下関,6,４ＬＤＫ,85,,,,平成19年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2007年第４四半期,,,7.361727836017593
35040710,中古マンション等,,35203,山口県,山口市,三和町,山口(山口),23,３ＬＤＫ,50,,,,平成2年,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2009年第２四半期,未改装,,6.653212513775344
35007652,中古マンション等,,35203,山口県,山口市,中市町,山口(山口),8,２ＬＤＫ＋Ｓ,65,,,,平成27年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2017年第４四半期,未改装,,7.301029995663981
35016388,中古マンション等,,35215,山口県,周南市,速玉町,徳山,13,３ＬＤＫ,70,,,,平成8年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第４四半期,未改装,,7.146128035678238
35012752,中古マンション等,,35208,山口県,岩国市,麻里布町,岩国,6,２ＤＫ,60,,,,平成3年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第４四半期,改装済,,7.041392685158225
35040008,中古マンション等,,35201,山口県,下関市,山の田南町,新下関,9,４ＬＤＫ,85,,,,平成21年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2009年第３四半期,未改装,,7.3979400086720375
35040686,中古マンション等,,35203,山口県,山口市,楠木町,湯田温泉,21,３ＬＤＫ,75,,,,平成4年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2009年第２四半期,,,6.954242509439325
35000270,中古マンション等,,35201,山口県,下関市,大字伊倉,新下関,8,４ＬＤＫ,75,,,,平成8年,ＳＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2016年第２四半期,,,7.113943352306837
35015187,中古マンション等,,35215,山口県,周南市,大内町,徳山,30分?60分,２ＬＤＫ,70,,,,平成15年,ＳＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2020年第１四半期,改装済,,7.146128035678238
35001575,中古マンション等,,35201,山口県,下関市,長府才川,長府,5,２ＬＤＫ,70,,,,平成24年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第４四半期,未改装,,7.2552725051033065
