ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
15086430,中古マンション等,,15103,新潟県,新潟市中央区,東幸町,新潟,18,２ＬＤＫ,60,,,,,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第３四半期,,,6.954242509439325
15005521,中古マンション等,,15103,新潟県,新潟市中央区,南笹口,新潟,10,１ＤＫ,45,,,,平成19年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第２四半期,改装済,,7.176091259055681
15003324,中古マンション等,,15103,新潟県,新潟市中央区,上所,新潟,30分?60分,３ＬＤＫ,70,,,,平成14年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,300.0,2016年第２四半期,未改装,,7.3222192947339195
15044773,中古マンション等,,15103,新潟県,新潟市中央区,米山,新潟,18,３ＬＤＫ,65,,,,昭和61年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2015年第３四半期,未改装,,6.949390006644912
15002467,中古マンション等,,15102,新潟県,新潟市東区,木工新町,大形,30分?60分,４ＬＤＫ,75,,,,平成15年,ＲＣ,住宅,住宅,,,,工業地域,60.0,200.0,2017年第１四半期,改装済,,7.113943352306837
15003249,中古マンション等,,15103,新潟県,新潟市中央区,上大川前通,新潟,30分?60分,３ＬＤＫ,50,,,,,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2017年第２四半期,未改装,,6.518513939877887
15003651,中古マンション等,,15103,新潟県,新潟市中央区,幸西,新潟,13,２ＬＤＫ,60,,,,平成8年,ＳＲＣ,,住宅,,,,第２種住居地域,60.0,200.0,2020年第３四半期,未改装,,7.079181246047625
15080798,中古マンション等,,15222,新潟県,上越市,木田,春日山,14,３ＬＤＫ,85,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2013年第１四半期,未改装,,7.0
15014934,中古マンション等,,15202,新潟県,長岡市,長町,長岡,8,２ＬＤＫ,60,,,,平成15年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2018年第２四半期,未改装,,7.113943352306837
15010140,中古マンション等,,15107,新潟県,新潟市西区,小針,小針,19,３ＬＤＫ,85,,,,平成11年,ＲＣ,,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2018年第４四半期,未改装,,7.3222192947339195
15040556,中古マンション等,,15103,新潟県,新潟市中央区,寄居町,新潟,30分?60分,２ＬＤＫ,85,,,,平成4年,ＳＲＣ,住宅,,,,,商業地域,,,2011年第４四半期,未改装,,7.146128035678238
15037298,中古マンション等,,15103,新潟県,新潟市中央区,近江,新発田,26,３ＬＤＫ,55,,,,,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2010年第４四半期,,,6.6020599913279625
15041549,中古マンション等,,15107,新潟県,新潟市西区,大学南,新潟大学前,14,２ＤＫ,45,,,,平成3年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第３四半期,未改装,,6.698970004336019
15014363,中古マンション等,,15202,新潟県,長岡市,台町,長岡,7,１ＤＫ,25,,,,,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2018年第２四半期,未改装,,6.361727836017593
15085993,中古マンション等,,15103,新潟県,新潟市中央区,神道寺,新潟,24,,60,,,,,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2008年第１四半期,,,6.7160033436347994
15004761,中古マンション等,,15103,新潟県,新潟市中央区,花園,新潟,6,３ＬＤＫ,70,,,,平成11年,ＲＣ,住宅,,,,,,,,2016年第２四半期,改装済,,7.342422680822207
15038314,中古マンション等,,15103,新潟県,新潟市中央区,東幸町,新潟,19,３ＬＤＫ,60,,,,平成4年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第１四半期,未改装,,7.0
